"name","publishedAtDate","stars","state","text","title"
"Kairol Hisyam","2025-12-27T16:26:26.353Z","4","Federal Territory of Kuala Lumpur","👌👍","Royale Chulan Kuala Lumpur"
"Syazana","2025-12-27T12:02:08.999Z","5","Federal Territory of Kuala Lumpur","Everything its perfect, will repeat again soon","Royale Chulan Kuala Lumpur"
"Abhijeet Kulkarni","2025-12-26T16:22:15.183Z","5","Federal Territory of Kuala Lumpur","Excellent 5 star hotel with specious rooms, awesome facilities & prime location.","Royale Chulan Kuala Lumpur"
"G. Dogan","2025-12-25T17:57:25.338Z","5","Federal Territory of Kuala Lumpur","⭐⭐⭐⭐⭐️
Während unseres Aufenthalts in Kuala Lumpur hat uns das Hotel Royal Chulan insgesamt gut gefallen.
Das Hotel ist sauber und gepflegt, die Zimmer sind sehr schön, großzügig geschnitten und gut ausgestattet. Man fühlt sich direkt wohl. Das Personal ist freundlich, hilfsbereit und zuvorkommend.","Royale Chulan Kuala Lumpur"
"Nikhil khanna","2025-12-25T17:36:04.440Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"sarikajubin Sarikajubin","2025-12-25T16:59:56.526Z","2","Federal Territory of Kuala Lumpur","Poor maintenance. No AC. Nasty smell in the toilet. Water not draining from the tub. No proper shower. Multiple complaints were made, but no action was taken by the facility. We chose to stay here for  3 days, and this place is nowhere near the standards of a five-star facility. Not recommended for a family holiday.","Royale Chulan Kuala Lumpur"
"Haris Fadli","2025-12-25T16:52:51.706Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Ratnasingam Jeyaganesh","2025-12-25T15:14:21.194Z","4","Federal Territory of Kuala Lumpur","The apartment type room was comfortable and right sized for a family of 4. However, some level of timely refurbishment is most welcomed.","Royale Chulan Kuala Lumpur"
"Aleena Awan","2025-12-25T10:52:10.528Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"sibesh behera","2025-12-25T06:13:09.656Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Jay Parmar","2025-12-24T02:09:08.931Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Mazinger K","2025-12-24T00:16:15.175Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"mohammed hussain","2025-12-21T13:11:36.519Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Vishal Sharma","2025-12-20T11:09:41.745Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"CIKGU FAIRUZZAH","2025-12-20T06:13:45.819Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Megha gupta","2025-12-20T05:54:17.906Z","3","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Nishant Maindola","2025-12-20T00:31:21.775Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Satya T","2025-12-19T15:36:12.754Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"J S","2025-12-17T21:47:25.596Z","5","Federal Territory of Kuala Lumpur","I stayed at Royale Chulan Hotel in Kuala Lumpur in November 2022. The hotel was very clean, spacious, and well maintained. The rooms felt comfortable and elegant. There were a few minor repair issues inside the room, but they did not affect the overall stay.

The experience during our short visit was very good. The atmosphere was pleasant and the property felt welcoming. I would choose this hotel again on my next trip to Malaysia.","Royale Chulan Kuala Lumpur"
"Muhd Nurhambali","2025-12-15T14:51:29.041Z","5","Federal Territory of Kuala Lumpur","Every year, my wife and I choose this hotel to celebrate our wedding anniversary. This year was even more special as we brought our baby along for the first time.

Thank you to the hotel for the thoughtful complimentary cake and chocolates — it truly made our stay extra memorable.

The room was spacious, and very comfortable. The staff were friendly, attentive, and always ready to help. The location is excellent, convenient, and easily accessible.

Overall, it was a wonderful experience and we will definitely continue this yearly tradition.","Royale Chulan Kuala Lumpur"
"Siti Nursyafiqah Mohd Izzan","2025-12-14T13:30:40.546Z","5","Federal Territory of Kuala Lumpur","Fantastic...","Royale Chulan Kuala Lumpur"
"MOHAMAD FU'AD","2025-12-13T06:36:09.320Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"aiman clark","2025-12-13T04:39:05.971Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Usman Arif","2025-12-13T01:53:22.484Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Adhie Kelana","2025-12-12T20:57:45.452Z","4","Federal Territory of Kuala Lumpur","Bilik agak lama tapi luas dan selesa, suasana tenang walaupun berada di tengah KL. Layanan staf memang tip-top — ramah, cepat membantu dan sangat profesional. Lokasi pun strategik, dekat Pavilion & KLCC. Cuma beberapa fasiliti nampak sedikit lama, tapi keseluruhan pengalaman tetap memuaskan. TV tak tahu nak guna macam mana tiada siaran ke?","Royale Chulan Kuala Lumpur"
"Sanjith Somasundaram","2025-12-12T14:14:56.592Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Aanya Agarwal","2025-12-12T11:23:25.111Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Mohd Zaidy Basarudin","2025-12-12T02:26:04.257Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Najmi Ahamad","2025-12-11T23:29:44.087Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"AbbyRaaz","2025-12-11T16:16:37.271Z","5","Federal Territory of Kuala Lumpur","Overall experience was good. Location of the hotel is great , right in the centre but away with the chaos, walking distance to pavilion mall and bukit bintang. Property is very old and well maintained however rooms were not in perfect condition and need a bit of renovation.","Royale Chulan Kuala Lumpur"
"Iman","2025-12-11T09:49:46.072Z","5","Federal Territory of Kuala Lumpur","非常棒的酒店","Royale Chulan Kuala Lumpur"
"THEONE krub","2025-12-11T05:41:02.522Z","5","Federal Territory of Kuala Lumpur","ห้องพักใหญ่ดี อาหารเช้าอร่อยดี เดินทางสะดวกมาก","Royale Chulan Kuala Lumpur"
"Bilal Khusairi","2025-12-10T13:54:45.275Z","5","Federal Territory of Kuala Lumpur","The buffet there is good👍, I personally likes their Hot Chocolate Cake🎂","Royale Chulan Kuala Lumpur"
"Mohd Irfan","2025-12-09T08:46:17.758Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Md Enayat Ali","2025-12-09T01:50:03.634Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Trip.com Member","2025-12-08T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Comfortable, wonderful and very satisfied","Royale Chulan Kuala Lumpur"
"Trip.com Member","2025-11-10T23:59:59.999Z",,"Selangor","Everything is great, other than the facilities are aged now after so long. Wall papers are also started peeling and carpets are old.Time for a reno.If you look for value and lower stay budget, it is still highly recommended.","Royale Chulan Damansara"
"samaonazman Official","2025-11-10T02:22:51.532Z","4","Selangor",,"Royale Chulan Damansara"
"Trip.com Member","2025-11-09T23:59:59.999Z",,"Selangor","Our family had a wonderful stay at Royal Chulan Damansara. The room was clean and spacious, the staff were very friendly, and the location was convenient for shopping and dining. There is a kiosk of coffee at the lobby  and the  spread was delicious, and the overall service made our stay truly enjoyable. Highly recommended for families!","Royale Chulan Damansara"
"Muhammad Ahnaf Bin Zainudin","2025-11-09T17:26:59.572Z","5","Selangor",,"Royale Chulan Damansara"
"Norliza Samdin","2025-11-08T02:46:11.929Z","5","Selangor","Food delicious and comfortable","Royale Chulan Damansara"
"mohamad haffis","2025-11-08T02:38:53.414Z","5","Selangor","Servis terbaik, kualiti makanan dan minuman yang disediakan sangat memuaskan","Royale Chulan Damansara"
"Oswald Pereira","2025-11-07T07:05:39.020Z","4","Selangor",,"Royale Chulan Damansara"
"Trip.com Member","2025-11-06T23:59:59.999Z",,"Selangor","Friendly and helpful service staff.Breakfast are good too","Royale Chulan Damansara"
"Kamal Naik","2025-11-06T06:23:48.714Z","5","Selangor","Our stay was pleasant. Food was excellent.","Royale Chulan Damansara"
"Trip.com Member","2025-11-05T23:59:59.999Z",,"Selangor","Service was good in general with room for improvement in house keeping on room cleaning. Some towels were not replaced and cleaning can be better.","Royale Chulan Damansara"
"Trip.com Member","2025-11-05T23:59:59.999Z",,"Selangor","Spacious and comfortable. Easy access to malls.","Royale Chulan Damansara"
"Trip.com Member","2025-11-04T23:59:59.999Z",,"Selangor","Staycation sehari, so far semua ok. Bilik ok, service best ! Breakfast banyak choice, tapi kureng sikit la sedapnya. Tapi ok je ❤️","Royale Chulan Damansara"
"Syazwan Lokman","2025-11-04T00:01:07.586Z","5","Selangor",,"Royale Chulan Damansara"
"Trip.com Member","2025-11-03T23:59:59.999Z",,"Selangor","So far the room is clean and comfortable. Nearby have many shopping mall. The coffee at lobby is nice😊Will come again next time 😉","Royale Chulan Damansara"
"Trip.com Member","2025-11-03T23:59:59.999Z",,"Selangor","highly recommend this hotel. i request for ice cube because my husband injured his hand (swollen). the staff immediately send to my room. the next morning they send another bowl of ice cube. truly appreaciate their service","Royale Chulan Damansara"
